,Title,Developer,Publisher,First released,JP,EU/PAL,NA
1259,Gauntlet: Seven Sorrows,Midway Games,Midway Games,2005-12-12NA,Unreleased,Released,Released
1260,Gecko Blaster,Phoenix Games,Phoenix Games,2007-12-01EU,Unreleased,Released,Unreleased
1261,Gegege no Kitarou: Ibun Youkai Kitan,WinkySoft,Konami,2003-12-11JP,Released,Unreleased,Unreleased
1262,The Gekai,Vingt-et-un Systems,D3 Publisher,2004-09-02JP,Released,Unreleased,Unreleased
1263,Gekikuukan Pro Yakyuu: At the End of the Century 1999,SquareSoft,SquareSoft,2000-09-07JP,Released,Unreleased,Unreleased
1264,Gekitou Pro Yakyuu,Wow Entertainment,Sega,2003-09-11JP,Released,Unreleased,Unreleased
1265,Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,SystemSoft,SystemSoft,2009-08-27JP,Released,Unreleased,Unreleased
1266,Gendai Yougo no Kiso Chishiki 2001,Artdink,Artdink,2001-12-06JP,Released,Unreleased,Unreleased
1267,Gene Troopers,Caludron Ltd.,Playlogic,2006-12-25NA,Unreleased,Released,Released
1268,Generation of Chaos,Idea Factory,Idea Factory,2001-08-09JP,Released,Unreleased,Unreleased
1269,Generation of Chaos III: Toki no Fuuin,Idea Factory,Idea Factory,2003-05-08JP,Released,Unreleased,Unreleased
1270,Generation of Chaos IV,Idea Factory,Idea Factory,2004-04-22JP,Released,Unreleased,Unreleased
1271,Generation of Chaos Desire,Idea Factory,Idea Factory,2007-09-27JP,Released,Unreleased,Unreleased
1272,Generation of Chaos Next,Idea Factory,Idea Factory,2002-04-25JP,Released,Unreleased,Unreleased
1273,Genji: Dawn of the Samurai,Game Republic,Sony Computer Entertainment,2005-06-28AS,Released,Released,Released
1274,Genshi no Kotoba,Sony Computer Entertainment,Sony Computer Entertainment,2001-10-18JP,Released,Unreleased,Unreleased
1275,Georama Sensen Ijou Nashi: Stalingrad e no Michi,Marionette,Marionette,2005-06-23JP,Released,Unreleased,Unreleased
1276,George of the Jungle and the Search for the Secret,Crave Entertainment,"Crave EntertainmentNA, Ignition EntertainmentEU",2008-03-18NA,Unreleased,Released,Released
1277,Germany's Next Topmodel 2009,SevenOne Intermedia,SevenOne Intermedia,2009-05-21EU,Unreleased,Released,Unreleased
1278,Get On Da Mic,A2M,Eidos Interactive,2004-10-05NA,Unreleased,Released,Released
1279,Get Ride! AMDriver: Soukoku no Shinjitsu,WinkySoft,Konami,2005-03-24JP,Released,Unreleased,Unreleased
1280,The Getaway,Team Soho,Sony Computer Entertainment,2002-12-11PAL,Released,Released,Released
1281,The Getaway: Black Monday,London Studio,Sony Computer Entertainment,2004-11-12PAL,Released,Released,Released
1282,GetBackers Dakkanya: Dakkandayo! Zenin Shuugou!!,Konami,Konami,2003-01-16JP,Released,Unreleased,Unreleased
1283,GetBackers Dakkanya: Ubawareta Mugenjou,Konami,Konami,2002-09-26JP,Released,Unreleased,Unreleased
1284,GetBackers Dakkanya: Urashinshiku Saikyou Battle,Konami,Konami,2004-04-29JP,Released,Unreleased,Unreleased
1285,Getsumento Heiki Mina: Futatsu no Project M,Idea Factory,Idea Factory,2007-07-26JP,Released,Unreleased,Unreleased
1286,Ghost in the Shell: Stand Alone Complex,Cavia,"Sony Computer EntertainmentJP,KO, BandaiNA,PAL",2004-03-04JP,Released,Released,Released
1287,Ghost Master: The Gravenville Chronicles,Empire Interactive,Empire Interactive,2004-08-27EU,Unreleased,Released,Unreleased
1288,Ghost Rider,Climax Group,2K Games,2007-02-13NA,Unreleased,Released,Released
1289,Ghost Vibration,Artoon,"Eidos InteractiveJP, InfogramesEU",2002-07-04JP,Released,Released,Unreleased
1290,Ghostbusters: The Video Game,Red Fly Studio,"Atari NA, Sony Computer EntertainmentPAL",2009-06-16NA,Unreleased,Released,Released
1291,Ghosthunter,SCE Studio Cambridge,"Sony Computer EntertainmentEU, NamcoNA, Electr...",2003-12-05EU,Released,Released,Released
1292,"Giant Robo: The Animation - Chikyuu ga Seishisuru Hi	",Tamsoft,D3 Publisher,2004-11-03JP,Released,Unreleased,Unreleased
1293,Giants: Citizen Kabuto,Planet Moon Studios,Interplay Entertainment,2001-12-20NA,Unreleased,Released,Released
1294,Gift,EKO Software,Cryo Interactive,2001-07-06EU,Unreleased,Released,Unreleased
1295,Gift: Prism,Moonstone,Sweets,2006-10-19JP,Released,Unreleased,Unreleased
1296,Gigawing Generations,Takumi Corporation,"TaitoJP, 505 Game StreetEU",2005-03-24JP,Released,Released,Unreleased
1297,Gin no Eclipse,NIne'sFox,NIne'sFox,2008-07-31JP,Released,Unreleased,Unreleased
1298,Gintama Gin-San to Issho! Boku no Kabuki Machi Nikki,Bandai Namco Games,Bandai Namco Games,2007-08-30JP,Released,Unreleased,Unreleased
1299,Girl Zone,Mere Mortals,Phoenix Games,2005EU,Unreleased,Released,Unreleased
1300,Girls Bravo: Romance 15's,Kadokawa Games,Kadokawa Games,2005-01-27JP,Released,Unreleased,Unreleased
1301,GitaDora! Guitar Freaks 4th Mix & DrumMania 3rd Mix,Konami,Konami,2001-09-20JP,Released,Unreleased,Unreleased
1302,Gitaroo Man,Koei/Inis,Koei,2001-06-21JP,Released,Released,Released
1303,Gladiator: Sword of Vengeance,Acclaim Studios Manchester,Acclaim Entertainment,2003-11-05NA,Unreleased,Released,Released
1304,Gladius,LucasArts,"LucasArtsNA, ActivisionEU",2003-10-28NA,Unreleased,Released,Released
1305,Glass Rose,Cing,Capcom,2003-11-06JP,Released,Released,Unreleased
1306,Global Defence Force,Sandlot,"D3 PublisherJP,KO, Essential GamesEU",2005-07-28JP,Released,Released,Unreleased
1307,Global Defence Force: Tactics,Sandlot,"D3 PublisherJP, Essential GamesEU",2006-07-27JP,Released,Released,Unreleased
1308,Global Folktale,Idea Factory,Idea Factory,2001-10-25JP,Released,Unreleased,Unreleased
1309,Global Touring Challenge: Africa,Rage Software,"XplosivPAL, Majesco EntertainmentNA, SuccessJP",2001-11-16EU,Released,Released,Released
1310,"Go, Diego, Go! Great Dinosaur Rescue",High Voltage Software,2K Play,2008-10-27NA,Unreleased,Released,Released
1311,"Go, Diego, Go! Safari Rescue",High Voltage Software,2K Play,2008-02-11NA,Unreleased,Released,Released
1312,Go Go Copter,Aqua Systems,"Aqua SystemsJP, Empire InteractiveEU",2003-03-13JP,Released,Released,Unreleased
1313,Go Go Golf,Mahou,"MahouJP, Midas Interactive EntertainmentEU",2000-09-21JP,Released,Released,Unreleased
1314,Go Kart Rally,Phoenix Games,Phoenix Games,2007-04-20EU,Unreleased,Released,Unreleased
1315,Goblin Commander: Unleash the Horde,Jaleco Entertainment,Jaleco Entertainment,2003-11-11NA,Unreleased,Released,Released
1316,Gobuato no Sekai,Media Factory,Media Factory,2001-08-02JP,Released,Unreleased,Unreleased
1317,God Hand,Clover Studio,Capcom,2006-09-14JP,Released,Released,Released
1318,God of War,Santa Monica Studio,"Sony Computer EntertainmentKO,NA,PAL, CapcomJP",2005-03-22NA,Released,Released,Released
1319,God of War II,Santa Monica Studio,"Sony Computer EntertainmentKO,NA,PAL, CapcomJP",2007-03-13NA,Released,Released,Released
1320,Godai Elemental Force,3DO,3DO,2002-01-21NA,Unreleased,Released,Released
1321,The Godfather,Page 44 Studios,Electronic Arts,2006-03-03KO,Released,Released,Released
1322,Godzilla: Save the Earth,Pipeworks Studios,Atari,2004-11-02NA,Released,Released,Released
1323,Godzilla: Unleashed,Pipeworks Studios,Atari,2007-11-20NA,Unreleased,Released,Released
1324,Gokujou Seitokai,Konami,Konami,2005-09-15JP,Released,Unreleased,Unreleased
1325,Gokuraku Jan Premium,Enterbrain,DigiCube,2003-07-31JP,Released,Unreleased,Unreleased
1326,Gold X,Aruze,Nippon Amuse,2003-11-27JP,Released,Unreleased,Unreleased
1327,Golden Age of Racing,Brain in a Jar,Midas Interactive Entertainment,2005-09-02EU,Unreleased,Released,Unreleased
1328,The Golden Compass,Shiny Entertainment,Sega,2007-11-30NA,Unreleased,Released,Released
1329,GoldenEye: Rogue Agent,Electronic Arts,Electronic Arts,2004-11-22NA,Released,Released,Released
1330,Golf Navigator Vol. 1,Dual,Spike,2001-06-28JP,Released,Unreleased,Unreleased
1331,Golf Navigator Vol. 2,Dual,Spike,2001-06-28JP,Released,Unreleased,Unreleased
1332,Golf Navigator Vol. 3,Dual,Spike,2001-09-06JP,Released,Unreleased,Unreleased
1333,Golf Navigator Vol. 4,Dual,Spike,2001-09-20JP,Released,Unreleased,Unreleased
1334,Golf Paradise DX,T&E Soft,T&E Soft,2000-12-14JP,Released,Unreleased,Unreleased
1335,Goosebumps HorrorLand,Gusto Games,"Scholastic, Inc.",2008-10-30NA,Unreleased,Unreleased,Released
1336,Gradius III and IV,Konami,Konami,2000-04-13JP,Released,Released,Released
1337,Gradius V,Konami,Konami,2004-07-22JP,Released,Released,Released
1338,Graffiti Kingdom,Taito,"TaitoJP, 505 Game StreetEU, Hot-BNA",2004-09-22NA,Released,Released,Released
1339,Gran Turismo 3 A-Spec,Polyphony Digital,Sony Computer Entertainment,2001-04-28JP,Released,Released,Released
1340,Gran Turismo 4,Polyphony Digital,Sony Computer Entertainment,"2004-12-28AS,JP",Released,Released,Released
1341,Gran Turismo 4 / Jak and Daxter: The Precursor Legacy / Tourist Trophy / Ratchet & Clank 3,"Polyphony Digital, Naughty Dog, Insomniac Games",Sony Computer Entertainment,2009-05-29EU,Unreleased,Released,Unreleased
1342,Gran Turismo 4 Prologue,Polyphony Digital,Sony Computer Entertainment,2003-12-04JP,Released,Released,Unreleased
1343,Gran Turismo Concept: 2001 Tokyo,Polyphony Digital,Sony Computer Entertainment,2002-01-01JP,Released,Unreleased,Unreleased
1344,Gran Turismo Concept 2002 Tokyo-Geneva,Polyphony Digital,Sony Computer Entertainment,2002-07-19EU,Unreleased,Released,Unreleased
1345,Gran Turismo Concept 2002 Tokyo-Seoul,Polyphony Digital,Sony Computer Entertainment,2002-05-16KO,Released,Unreleased,Unreleased
1346,Grand Prix Challenge,Infogrames Melbourne House,Infogrames,2002-11-22EU,Released,Released,Released
1347,Grand Theft Auto III,DMA Design,"Rockstar GamesNA, Take-Two InteractivePAL, Cap...",2001-10-22NA,Released,Released,Released
1348,Grand Theft Auto: Double Pack,Rockstar North,"Rockstar GamesEU,NA, CapcomJP",2003-10-21NA,Released,Released,Released
1349,Grand Theft Auto: Liberty City Stories,Rockstar Leeds,"Rockstar GamesNA,PAL, CapcomJP",2006-06-06NA,Released,Released,Released
1350,Grand Theft Auto: Liberty City Stories / Vice City Stories,Rockstar Leeds,Take-Two Interactive,2009-06-23NA,Unreleased,Unreleased,Released
1351,Grand Theft Auto: San Andreas,Rockstar North,"Rockstar GamesNA,PAL, CapcomJP",2004-10-26NA,Released,Released,Released
1352,Grand Theft Auto: The Trilogy,Rockstar North,"Rockstar GamesEU,NA",2006-12-05NA,Unreleased,Released,Released
1353,Grand Theft Auto: Vice City,Rockstar North,"Rockstar GamesNA,PAL, CapcomJP",2002-10-29NA,Released,Released,Released
1354,Grand Theft Auto: Vice City Stories,Rockstar Leeds,"Rockstar GamesNA,PAL, CapcomJP",2007-03-05NA,Released,Released,Released
1355,Grandia II,Game Arts,"UbisoftEU,NA, EnixJP",2002-01-28NA,Released,Released,Released
1356,Grandia III,Game Arts,Square Enix,2005-08-04JP,Released,Unreleased,Released
1357,Grandia Xtreme,Game Arts,Enix,2002-01-31JP,Released,Unreleased,Released
1358,Gravity Games Bike: Street. Vert. Dirt.,Midway Games,Midway Games],2002-06-27NA,Unreleased,Released,Released
1359,The Great British Football Quiz,Liquid Games,Oxygen Games,2005-10-07EU,Unreleased,Released,Unreleased
1360,The Great Escape,Pivotal Games,"SCiEU, Gotham GamesNA, Marvelous EntertainmentJP",2003-08-29EU,Released,Released,Released
1361,Green Green: Kane no Oto Dynamic,Success,Success,2003-04-24JP,Released,Unreleased,Unreleased
1362,Green Green: Kane no Oto Romantic,Success,Success,2003-04-24JP,Released,Unreleased,Unreleased
1363,Greg Hastings Tournament Paintball MAX'D,The Whole Experience,Activision,2006-09-26NA,Unreleased,Unreleased,Released
1364,Gregory Horror Show,Capcom,Capcom,2003-08-07JP,Released,Released,Unreleased
1365,Gretzky NHL 06,Page 44 Studios,Sony Computer Entertainment,2005-09-20NA,Unreleased,Unreleased,Released
1366,Gretzky NHL 2005,Page 44 Studios,Sony Computer Entertainment,2004-11-09NA,Unreleased,Unreleased,Released
1367,The Grim Adventures of Billy & Mandy,High Voltage Software,Midway Games,2006-09-25NA,Unreleased,Unreleased,Released
1368,GrimGrimoire,Vanillaware,"Nippon Ichi SoftwareJP,KO, NIS AmericaNA, KoeiPAL",2007-04-12JP,Released,Released,Released
1369,Grooverider: Slot Car Racing,King of the Jungle,Play It!,2005-01-28EU,Unreleased,Released,Unreleased
1370,Growlanser II: The Sense of Justice,Career Soft,Atlus,2001-07-26JP,Released,Unreleased,Unreleased
1371,Growlanser III: The Dual Darkness,Career Soft,Atlus,2001-12-06JP,Released,Unreleased,Unreleased
1372,Growlanser IV: Wayfarer of the Time,Career Soft,Atlus,2003-12-18JP,Released,Unreleased,Unreleased
1373,Growlanser VI: Precarious World,Career Soft,Atlus,2007-06-21JP,Released,Unreleased,Unreleased
1374,Growlanser Generations,Career Soft,"AtlusJP, Working DesignsNA",2003-12-18JP,Released,Unreleased,Released
1375,Growlanser: Heritage of War,Career Soft,"AtlusJP,NA, Rising Star GamesEU",2006-08-03JP,Released,Released,Released
1376,GT Racers,Aqua Pacific,Oxygen Games,2004-11-05EU,Unreleased,Released,Unreleased
1377,GT-R 400,Kuju Entertainment,Midas Interactive Entertainment,2004-06-25EU,Unreleased,Released,Unreleased
1378,GT-R Touring,Kuju Entertainment,Midas Interactive Entertainment,2006-10-11EU,Unreleased,Released,Unreleased
1379,Guardian Angel,Vridge,Datam Polystar,2003-02-27JP,Released,Unreleased,Unreleased
1380,Guerrilla Strike,Phoenix Games,Phoenix Games,2006EU,Unreleased,Released,Unreleased
1381,Guilty Gear Isuka,Arc System Works,"Sammy StudiosJP,NA, 505 Game StreetEU",2004-07-29JP,Released,Released,Released
1382,Guilty Gear X,Arc System Works,"Sammy StudiosJP,NA, Virgin InteractiveEU",2001-09-30NA,Released,Released,Released
1383,Guilty Gear X2,Arc System Works,Sammy Studios,2002-12-12JP,Released,Released,Released
1384,Guilty Gear X2 #Reload,Arc System Works,"Sammy StudiosJP,KO, Zoo Digital PublishingEU",2003-07-31JP,Released,Released,Unreleased
1385,Guilty Gear XX: Accent Core,Arc System Works,"Arc System WorksNA, Aksys GamesNA",2007-05-31JP,Released,Unreleased,Released
1386,Guilty Gear XX: Accent Core Plus,Arc System Works,"Arc System WorksJP, Aksys GamesNA, PQubeEU",2008-03-27JP,Released,Released,Released
1387,Guilty Gear XX: Slash,Arc System Works,Sega,2006-04-13JP,Released,Unreleased,Unreleased
1388,Guisard Revolution: Bokura wa Omoi o Mi ni Matou,KID,KID,2005-03-03JP,Released,Unreleased,Unreleased
1389,GuitarFreaks 3rd Mix & DrumMania 2nd Mix,Konami,Konami,2000-12-07JP,Released,Unreleased,Unreleased
1390,GuitarFreaks & DrumMania: Masterpiece Gold,Konami,Konami,2007-03-08JP,Released,Unreleased,Unreleased
1391,GuitarFreaks & DrumMania: Masterpiece Silver,Konami,Konami,2006-08-31JP,Released,Unreleased,Unreleased
1392,GuitarFreaks V & DrumMania V,Konami,Konami,2006-03-16JP,Released,Unreleased,Unreleased
1393,GuitarFreaks V2 & DrumMania V2,Konami,Konami,2006-11-22JP,Released,Unreleased,Unreleased
1394,GuitarFreaks V3 & DrumMania V3,Konami,Konami,2007-10-04JP,Released,Unreleased,Unreleased
1395,Guitar Hero,Harmonix,RedOctane,2005-11-07NA,Unreleased,Released,Released
1396,Guitar Hero & Guitar Hero II Dual Pack,Harmonix,Activision,2007-10-31NA,Unreleased,Unreleased,Released
1397,Guitar Hero II,Harmonix,"RedOctaneEU,NA, ActivisionAU",2006-11-07NA,Unreleased,Released,Released
1398,Guitar Hero III: Legends of Rock,Neversoft,"RedOctaneNA, ActivisionJP,PAL",2007-10-28NA,Released,Released,Released
1399,Guitar Hero 5,Budcat Creations,Activision,2009-09-01NA,Unreleased,Released,Released
1400,Guitar Hero: Aerosmith,Budcat Creations,Activision,2008-06-27EU,Released,Released,Released
1401,Guitar Hero Encore: Rocks the 80s,Harmonix,Activision,2007-07-24NA,Unreleased,Released,Released
1402,Guitar Hero: Metallica,Neversoft,Activision,2009-04-14NA,Unreleased,Released,Released
1403,Guitar Hero Smash Hits,Beenox,Activision,2009-06-16NA,Unreleased,Released,Released
1404,Guitar Hero: Van Halen,Neversoft,Activision,2009-12-22NA,Unreleased,Released,Released
1405,Guitar Hero World Tour,Budcat Creations,Activision,2008-10-26NA,Unreleased,Released,Released
1406,Gumball 3000,Climax Studios,SCi Entertainment,2002-09-20EU,Unreleased,Released,Unreleased
1407,Gun,Neversoft,Activision,2005-11-08NA,Unreleased,Released,Released
1408,Gunbird Special Edition,Neversoft,Activision,2004-02-19JP,Released,Released,Unreleased
1409,Guncom 2,Ecole Software,"Ecole SoftwareJP, Play It!EU",2003-11-27JP,Released,Released,Unreleased
1410,Gundam Musou Special,Koei,Namco,2008-02-28JP,Released,Unreleased,Unreleased
1411,Gunfighter II: Revenge of Jesse James,Rebellion Developments,Ubisoft,2003-03-28EU,Unreleased,Released,Unreleased
1412,Gungrave,Red Entertainment,Sega,2002-07-18JP,Released,Released,Released
1413,Gungrave: Overdose,Red Entertainment,"Red EntertainmentJP, MastiffNA, Play It!EU",2004-03-04JP,Released,Released,Released
1414,Gungriffon Blaze,Game Arts,"CapcomJP, Working DesignsNA, Swing! DeutschlandEU",2000-08-10JP,Released,Released,Released
1415,Gunparade Orchestra: Ao no Shou,Alfa System,Sony Computer Entertainment,2006-07-20JP,Released,Unreleased,Unreleased
1416,Gunparade Orchestra: Midori no Shou,Alfa System,Sony Computer Entertainment,2006-01-12JP,Released,Unreleased,Unreleased
1417,Gunparade Orchestra: Midori no Shou,Alfa System,Sony Computer Entertainment,2006-03-30JP,Released,Unreleased,Unreleased
1418,Gunslinger Girl Volume I,Marvelous Entertainment,Bandai,2004-04-08JP,Released,Unreleased,Unreleased
1419,Gunslinger Girl Volume II,Marvelous Entertainment,Bandai,2004-06-17JP,Released,Unreleased,Unreleased
1420,Gunslinger Girl Volume III,Marvelous Entertainment,Bandai,2004-08-19JP,Released,Unreleased,Unreleased
1421,Gunvari Collection + Time Crisis,Namco,Namco,2002-12-12JP,Released,Unreleased,Unreleased
1422,Guts da!! Mori no Ishimatsu,Aruze Corporation,Aruze Corporation,2005-03-31JP,Released,Unreleased,Unreleased
1423,The Guy Game,Topheavy Studios,Gathering of Developers,2004-08-31NA,Unreleased,Unreleased,Released
1424,H2O+: Footprints in the Sand,Makura,Regista,2008-04-24JP,Released,Unreleased,Unreleased
1425,Habitrail Hamster Ball,Data Design Interactive,Phoenix Games,2005EU,Unreleased,Released,Unreleased
1426,Hachi-One Diver,SilverStar,SilverStar,2009-09-17JP,Released,Unreleased,Unreleased
1427,Hai-Shin 3,DigiCube,DigiCube,2002-12-19JP,Released,Unreleased,Unreleased
1428,Hajime no Ippo 2: Victorious Road,ESP Software,ESP Software,2004-01-29JP,Released,Unreleased,Unreleased
1429,Hajime no Ippo: Victorious Boxers - Championship Version,ESP Software,ESP Software,2002-06-27JP,Released,Unreleased,Unreleased
1430,The Hajimete no RPG,HuneX,D3 Publisher,2004-01-29JP,Released,Unreleased,Unreleased
1431,Hakarena Heart: Kimi ga Tame ni Kagayaki o,Russel,Russel,2007-12-13JP,Released,Unreleased,Unreleased
1432,Hakoniwa Tetsudou: Blue Train Tokkyuuhen,Success,Success,2002-05-30JP,Released,Unreleased,Unreleased
1433,Hakuouki,Idea Factory,Idea Factory,2008-09-18JP,Released,Unreleased,Unreleased
1434,Hakuouki / Hakuouki: Zuisouroku.,Idea Factory,Idea Factory,2009-08-27JP,Released,Unreleased,Unreleased
1435,Hakuouki: Reimeiroku,Idea Factory,Idea Factory,2010-10-28JP,Released,Unreleased,Unreleased
1436,Hakuouki: Zuisouroku,Idea Factory,Idea Factory,2009-08-27JP,Released,Unreleased,Unreleased
1437,Hakushaku to Yousei: Yume to Kizuna ni Omoi Hasete,5pb,5pb,2009-04-30JP,Released,Unreleased,Unreleased
1438,Half-Life,Gearbox Software,Sierra Entertainment,2001-11-11NA,Unreleased,Released,Released
1439,Hametsu no Mars,Design Factory,Idea Factory,2005-05-26JP,Released,Unreleased,Unreleased
1440,Hamster Heroes,Data Design Interactive,Metro3D,2005-07-15EU,Unreleased,Released,Unreleased
1441,Hana to Otome ni Shukufuku o: Harukaze no Okurimono,Alchemist,Alchemist,2010-07-08JP,Released,Unreleased,Unreleased
1442,Hanabi Hyakkei,Aruze Corporation,Nippon Amuse,2003-10-30JP,Released,Unreleased,Unreleased
1443,Hanabi Shokunin Ninarou 2,Mahou,Mahou,2003-06-26JP,Released,Unreleased,Unreleased
1444,Hanafuda?SuperLite 2000 Table,Success,Success,2004-05-13JP,Released,Unreleased,Unreleased
